job_id,arrive_time,model_size,batch_size,dataset_size,epochs,uses_gpu,true_runtime
588,1265,565,24,53857,49,0,5323.211580932325
589,1287,1370,54,49515,49,1,2378.633145197575
590,1287,467,87,29299,8,0,236.05975712988374
591,1287,1267,80,94581,36,1,2810.4603337519666
592,1288,440,106,93028,23,0,1942.3018197141316
593,1288,487,80,42312,29,0,1252.734061011156
594,1288,455,10,5357,34,0,843.2156471393706
595,1288,640,27,75124,50,0,7249.6327203235805
596,1288,759,77,28530,17,1,442.17946866035317
597,1288,287,123,14341,8,0,117.15593174070708
598,1288,485,29,9480,45,0,1097.8064364267684
599,1289,398,39,99960,12,0,1875.2754345098951
600,1289,449,73,38879,28,0,1209.0223463392438
601,1308,521,80,88058,17,1,1023.3680092932094
602,1308,967,111,86996,10,1,594.3307458343404
603,1308,389,124,24767,8,0,149.924026861683
604,1308,294,123,56164,26,0,1378.5352887730455
605,1308,322,95,7459,7,0,74.60664797004709
606,1308,241,88,75752,20,0,1465.9180494448797
607,1309,461,79,18675,14,0,333.9774050952627
608,1309,244,26,92428,3,0,524.3366512423895
609,1309,78,8,57228,13,0,1637.4635783724386
610,1309,170,55,18206,21,0,447.6520846544057
611,1309,187,123,95687,8,0,604.987780498036
612,1309,304,124,80128,11,0,832.5031951978278
613,1309,303,66,86571,4,0,458.2057065578945
614,1309,170,86,82626,25,0,2071.209103301819
615,1310,361,107,24064,34,0,776.4061986405911
616,1310,255,63,85997,39,0,3909.005283636869
617,1329,123,86,82014,37,0,3470.3306386153845
618,1370,161,49,16090,42,0,861.3198401918244
619,1376,717,120,61040,29,0,1861.9108892592726
620,1376,710,48,93299,50,0,6550.759730090408
621,1377,940,79,33083,45,1,1280.6413904062367
622,1377,536,116,75033,18,1,782.6135837496787
623,1377,764,63,3403,23,0,432.35960393101107
624,1377,621,9,84261,4,1,536.034812648111
625,1377,1121,89,79025,6,1,411.93490563066706
626,1377,778,27,46399,47,0,4655.006098132926
627,1377,450,5,62918,15,0,2570.1708545865167
628,1377,61,96,8427,14,0,101.27463288274423
629,1377,776,3,42058,7,1,478.82506029681
630,1377,624,45,91955,23,1,1776.4293604842383
631,1377,1371,36,69472,8,1,785.6673990781809
632,1378,613,100,90846,19,0,1905.8222379664362
633,1378,594,73,59771,38,0,3100.1104087444805
634,1378,786,106,99011,46,0,5379.8595311249965
635,1378,382,40,87925,7,0,1128.9387590869337
636,1378,202,18,40343,10,0,694.4097081780506
637,1410,674,76,18834,18,0,555.2384061447376
638,1420,668,62,28544,3,0,130.9479303458099
639,1447,809,51,24591,8,1,200.83020393684842
640,1451,261,34,8449,24,0,402.22649559144145
641,1473,684,91,7734,35,0,513.6843339864449
642,1482,557,31,3239,47,0,802.4193177893426
643,1513,665,124,88768,10,0,868.5687128872505
644,1513,561,26,66870,26,0,3465.337713269157
645,1513,172,111,67419,39,0,2465.0599375531547
646,1514,310,110,22520,24,0,473.7939632547734
647,1514,652,127,36829,27,1,536.2149591336894
648,1514,746,115,61066,9,1,362.55210717105393
649,1514,337,111,47119,42,0,1574.9703011521162
650,1514,111,76,48253,36,0,1757.9536863547748
651,1515,558,73,96090,43,0,5280.031139516569
652,1524,684,84,56917,27,0,2186.305310783427
653,1524,552,16,39454,2,0,156.19801624842395
654,1524,460,58,29733,38,0,1706.7974586634944
655,1524,216,86,96715,25,0,2667.9240283116287
656,1525,657,71,56561,10,0,782.3647637966214
657,1525,712,118,53979,41,0,2412.126596850163
658,1525,654,35,5843,31,0,726.8576356485102
659,1525,1354,82,22606,32,1,766.4441529446636
660,1525,370,8,31406,27,0,1911.5098761185352
661,1525,591,65,8026,43,0,808.124247179188
662,1525,334,90,37616,39,0,1472.410495679464
663,1525,775,14,87811,41,0,9338.794799330664
664,1526,1241,107,86331,13,1,750.4610869343862
665,1526,524,82,33926,4,1,85.59489477099686
666,1526,541,111,42753,15,1,384.9093386357439
667,1527,721,40,88345,26,0,4065.0062658987517
668,1527,942,33,86983,16,1,1573.465730399125
669,1527,450,119,49419,2,0,81.82963549337542
670,1527,90,55,10076,32,0,420.8073083725719
671,1527,527,93,58451,45,0,3540.6355827030056
672,1527,568,1,40906,1,0,98.57571302273435
673,1527,328,34,9547,21,0,503.498761671988
674,1527,86,9,27425,25,0,1271.4381182551622
675,1527,712,98,41969,21,0,854.3693333370791
676,1527,299,30,10354,31,0,685.2709751961461
677,1528,755,87,1504,12,0,183.09300035393466
678,1528,1072,122,10625,39,1,513.9133652464516
679,1528,577,9,61976,49,0,7252.875078061063
680,1528,153,114,83552,31,0,2827.4391429706425
681,1528,1017,10,94907,16,1,1990.2384230068271
682,1528,607,87,55655,30,0,1930.3533310486032
683,1528,657,28,31136,50,0,3346.36552788486
684,1528,112,58,22283,5,0,129.2605470724959
685,1528,376,23,3049,5,0,72.46886684138707
686,1560,366,70,50734,35,0,2062.799035699138
687,1560,556,126,36002,9,1,185.58297877714259
688,1560,418,11,45321,28,0,2302.1261052494297
689,1560,524,89,88651,1,1,60.535727152339184
690,1560,634,20,64655,45,0,6896.418795043267
691,1560,375,111,11949,5,0,62.22616861907757
692,1560,492,44,93916,27,0,4352.012702598605
693,1561,704,37,55850,23,0,2339.581840273049
694,1561,812,31,40035,40,1,1693.1437852401327
695,1561,444,77,37335,1,0,41.533408435458654
696,1561,103,43,38311,31,0,1341.202044298106
697,1562,187,104,76391,8,0,605.838297092008
698,1562,668,18,14183,33,0,1450.5976061046545
699,1562,1402,107,11176,15,1,275.96575890290745
700,1562,727,18,64530,8,0,1279.9802810984238
701,1562,717,55,10765,46,0,1230.5149357633488
702,1562,162,113,49370,41,0,1539.0617584463973
703,1583,336,9,32155,47,0,2958.2399491197525
704,1613,269,106,85641,47,0,4046.067547819311
705,1614,608,116,44365,21,0,808.5426958936166
706,1615,1118,73,92607,41,1,3046.9134377693886
707,1615,461,65,50001,17,0,1112.5725759834597
708,1615,423,87,69630,25,0,1930.8009249604995
709,1615,218,106,97123,21,0,1856.9045631909687
710,1615,1105,120,74032,36,1,1532.9418133863878
711,1616,750,122,59766,3,0,159.57401435065168
712,1616,310,22,82339,26,0,3891.5692744471094
713,1617,602,15,51897,4,0,505.6266562192458
714,1691,612,90,96288,6,1,401.14849117359944
715,1691,402,31,34212,20,0,1025.5561277269337
716,1692,572,88,13953,4,0,87.73912947332789
717,1692,793,109,30722,22,0,743.9314930294739
718,1693,1013,128,36500,28,1,680.2444887748484
719,1693,1164,75,98979,14,1,1083.0815575223144
720,1693,272,99,90472,30,0,3028.2512938338123
721,1693,61,115,28256,30,0,611.7283330722556
722,1698,134,1,89900,38,0,8226.583810477241
723,1705,569,75,9406,8,0,135.06433937385012
724,1706,1116,11,35941,10,1,612.5087291000001
725,1706,778,110,75748,17,0,1318.546748583731
726,1706,614,83,23828,30,0,817.6501388046048
727,1706,257,36,9575,13,0,249.29333483664686
728,1706,920,42,89193,44,1,4124.480560373759
729,1706,715,18,26349,38,1,1442.8882666831753
730,1707,882,79,64064,45,1,2708.546643270545
731,1707,337,114,23549,39,0,752.2992956876067
732,1707,174,17,91968,3,0,609.6043239088132
733,1707,530,26,26747,29,0,1746.8443722458774
734,1707,1150,33,53666,12,1,690.083932785571
735,1708,335,31,21231,27,0,964.1874570484292
736,1708,559,120,18822,3,0,67.18705702452189
737,1708,878,68,77313,14,1,902.2339900730636
738,1726,1123,36,32056,1,1,34.55154444358922
739,1726,465,10,15678,36,0,1511.049533984501
740,1726,622,108,13054,37,0,755.662631852306
741,1726,173,81,41935,35,0,1589.8625746712314
742,1726,1129,48,24889,10,1,314.9656299735735
743,1726,763,13,48300,24,0,2888.077464493469
744,1726,784,128,4546,22,0,323.84408965354464
745,1727,448,69,68097,9,0,739.8662533688396
746,1727,246,51,17132,46,0,1196.6355482174504
747,1727,312,106,19724,18,0,375.15859921415506
748,1727,354,59,96607,32,0,4029.986420092929
749,1727,496,9,58808,50,0,7052.473737969671
750,1727,1266,55,2960,15,1,284.3164255410383
751,1727,1414,90,37141,25,1,874.0877888976083
752,1728,346,9,62540,42,0,5953.0936136040555
753,1757,626,102,24138,44,0,1345.1728853156046
754,1766,305,106,46196,1,0,43.63974609665093
755,1767,1271,2,5371,25,1,822.5907233892988
756,1796,454,55,37135,29,0,1500.4284530769858
757,1807,387,124,96641,41,0,3452.414811115433
758,1820,689,103,67712,45,1,1890.7917509363385
759,1822,250,41,27305,13,0,545.4981650679322
760,1825,1119,122,38318,47,1,1022.8360366709101
761,1825,632,70,39435,26,0,1278.420160931946
762,1825,390,31,41858,22,0,1816.6033907773467
763,1825,469,127,4115,31,0,262.11019010030265
764,1825,589,108,12863,2,1,22.519194049779156
765,1825,963,128,73163,22,1,833.9987925266826
766,1826,379,122,19699,13,0,226.99885568393762
767,1826,571,64,42934,15,0,868.7928023539841
768,1826,112,81,98640,27,0,3012.981574318995
769,1826,717,89,81334,43,0,3842.2441804521122
770,1826,179,19,6025,2,0,26.157369205307916
771,1826,733,126,49612,19,0,916.5175418818303
772,1842,826,25,47811,4,1,229.71433545318212
773,1858,444,43,7003,7,0,130.57687852279793
774,1872,655,42,77980,36,1,2805.582705965036
775,1895,651,12,89856,28,0,5344.250687997622
776,1906,1189,70,71427,15,1,854.4941818678019
777,1908,1073,112,58587,45,1,2027.7536401452567
778,1909,772,38,82269,18,1,1681.4204619397142
779,1941,649,1,21812,48,0,3261.8143689163785
780,1957,547,120,32428,40,0,1062.8443399397845
781,1965,328,108,63357,29,0,1737.5829907242908
782,1965,489,20,51458,27,0,2991.741014128999
783,1965,115,118,17674,1,0,14.043615550247313
784,1965,503,116,95883,18,1,1035.0365006801726
785,1966,333,30,82993,13,0,1914.7205151381297
786,1966,708,113,82033,19,0,1890.9790597333945
787,1966,581,90,73123,6,0,510.51095208245704
788,1966,727,51,89541,30,0,4053.383971023912
789,1966,614,105,41035,27,0,1095.5336336894968
790,1966,84,110,82817,28,0,1897.7255286814377
791,1966,289,55,71883,41,0,4294.899273005339
792,1967,286,44,65463,14,0,1447.5634555407776
793,1967,200,81,65506,26,0,1953.9403773372246
794,1989,710,107,42450,27,0,1190.6034424238658
795,1989,357,34,25754,20,0,799.5846753658276
796,1989,668,58,30220,22,0,1024.1060449242452
797,1989,644,21,31954,41,0,2748.2706395566897
798,1989,268,57,76130,9,0,883.3299288089113
799,1989,203,1,65680,17,0,2724.5523181945896
800,1989,619,61,19735,34,0,1055.1110208539228
801,1989,1286,75,78708,31,1,2397.1542711513443
802,1990,1385,64,2648,30,1,593.5207154178995
803,1990,846,16,72179,46,1,4649.844557119819
804,1990,1063,104,59422,2,1,78.00548373252865
805,1990,1371,105,47816,44,1,1502.859143735145
806,1990,359,18,89956,22,0,3717.6117198380452
807,1990,761,66,92146,17,0,2080.069650846669
808,1990,823,123,2335,11,1,87.05018153091433
809,1990,227,102,78097,14,0,1061.865784257149
810,2024,776,74,48106,4,1,147.91546234282384
811,2029,153,32,1472,27,0,156.63513090452344
812,2035,772,110,59057,16,0,1012.6542429611075
813,2042,556,12,61105,31,0,4751.927398599147
814,2042,440,127,7450,37,0,334.213471322477
815,2042,758,76,91945,23,0,3389.187394961631
816,2042,772,126,72224,25,0,1718.3272701914832
817,2043,406,116,41617,4,0,135.9567343892504
818,2043,1189,100,2704,26,1,279.9875191322124
819,2043,252,53,39574,33,0,1595.451043289567
820,2043,769,28,57196,37,0,4451.19849945861
821,2043,1327,84,7234,6,1,98.7937779280338
822,2043,243,92,60073,16,0,1069.7359746870632
823,2044,612,65,7081,35,0,643.3481200274691
824,2044,133,111,44957,15,0,547.9451618568711
825,2044,169,83,24230,21,0,521.8400178865486
826,2044,618,4,74781,36,0,7038.262605398414
827,2044,855,103,91885,16,1,842.1045632743961
828,2047,313,27,19015,20,0,722.9461381207124
829,2051,255,8,48701,23,0,2088.1904503803235
830,2052,781,116,32848,26,0,1025.8029415872468
831,2052,323,96,52687,45,0,2502.447887651567
832,2052,763,71,26946,14,1,347.5657160744587
833,2052,418,115,85453,3,0,236.29276339393022
834,2053,1005,121,29212,3,1,58.73091568652438
835,2053,199,101,11936,12,0,134.9327690671259
836,2138,621,52,13348,33,0,872.6388049143607
837,2138,137,122,68104,45,0,2584.253551652775
838,2138,112,116,92731,49,0,4078.110343107676
839,2138,237,49,67494,45,0,4496.048452837223
840,2138,401,33,99141,36,0,6661.646351036327
841,2138,371,58,55222,13,0,984.5219570694053
842,2138,82,117,3489,26,0,96.51502090564377
843,2139,1433,96,56512,50,1,2397.615012411107
844,2139,218,52,8915,49,0,759.7028999957276
845,2139,337,25,38934,10,0,658.9646063491468
846,2139,787,120,10092,29,0,532.0363055339429
847,2139,658,29,55041,35,0,3806.007099605241
848,2139,659,58,68321,21,0,2255.6272049837094
849,2139,847,57,83402,19,1,1544.9884920902357
850,2139,615,57,25814,37,0,1555.1170039675446
851,2139,199,70,46723,33,0,1488.5583502396914
852,2139,217,107,67924,17,0,999.174168525899
853,2182,478,92,64008,41,0,2958.9005597843625
854,2182,343,120,44479,27,0,933.2802024209032
855,2182,170,41,81153,45,0,4952.312865881404
856,2182,623,48,55329,29,1,1607.3438700309603
857,2182,66,63,80302,2,0,203.89642886990214
858,2183,630,15,43968,31,0,2635.4631757441734
859,2183,557,41,17726,30,0,1078.820724035813
860,2183,622,98,62186,16,0,1074.0162516846171
861,2183,665,44,1368,40,0,709.9289644500259
862,2183,228,98,57931,34,0,1927.77286285451
863,2183,60,4,11457,35,0,819.7673032066668
864,2184,527,125,97919,41,0,3470.9025167292434
865,2218,317,104,28844,33,0,729.0474347975994
866,2234,1311,56,2990,30,1,653.354843428413
867,2261,411,84,2024,3,0,23.40634301098525
868,2262,788,60,79206,5,0,647.6124003905687
869,2262,173,79,56850,2,0,135.33810200644805
870,2262,1401,55,48430,37,1,1749.1144420766398
871,2262,149,58,5357,13,0,105.6942452312498
872,2263,695,59,31949,34,0,1493.3857110617091
873,2263,856,85,66945,49,1,2682.5745878454227
874,2263,469,69,58389,25,0,1865.2570513036771
875,2263,749,30,90616,28,0,4903.355705151862
876,2263,544,24,96697,35,0,6544.391328094957
877,2263,580,52,97057,30,0,4495.107344665549
878,2263,257,34,21011,8,0,288.64663850658815
879,2337,301,9,43551,32,0,3112.688399207182
880,2340,398,53,51262,12,0,944.4871068428728
881,2376,198,6,83030,18,0,3514.2814411426198
882,2376,350,35,25704,46,0,1849.5885445207157
883,2376,1160,1,63567,43,1,4940.873613233528
884,2376,661,32,31735,36,1,1228.4539133388898
885,2376,302,57,85645,34,0,3732.0195596353215
886,2376,1354,118,32265,36,1,877.3550086677159
887,2376,623,123,19463,38,1,498.28109559365197
888,2376,460,83,9883,8,0,146.03669701208233
889,2377,524,15,68173,4,0,569.2342843107492
890,2377,446,25,58993,50,0,5727.364923846218
891,2377,514,89,5031,47,0,620.8675421358854
892,2377,164,85,44458,48,0,2247.0962920535394
893,2418,1370,12,91585,16,1,2234.501506888494
894,2429,81,20,34407,36,0,2086.219875017291
895,2429,717,92,2523,4,0,58.99585898307481
896,2429,1365,90,20547,8,1,190.44369471542402
897,2430,148,123,86105,48,0,3958.3924200254414
898,2430,703,19,55360,11,0,1344.0406491670992
899,2431,390,82,29636,9,0,330.66242671542585
900,2462,772,96,42898,33,0,1551.3609267669135
901,2470,785,17,49852,24,1,1398.1966342428577
902,2470,524,4,47921,4,0,456.0317490498757
903,2470,421,115,62478,12,0,606.787763215264
904,2471,306,95,16749,9,0,186.03235452201008
905,2471,66,45,40416,46,0,2026.6764791911394
906,2471,406,75,15302,10,0,155.95751074364375
907,2471,1362,38,66545,1,1,86.63958486318016
908,2471,432,32,26577,17,0,714.5487566654854
909,2471,442,11,43029,15,0,1435.4728295428818
910,2471,746,108,78695,37,0,2635.9540639688225
911,2471,238,65,93306,5,0,529.484013219764
912,2471,80,79,11210,9,0,111.18729448592694
913,2472,404,45,86247,47,0,6253.259673659682
914,2472,102,14,12460,6,0,160.00556255843043
915,2472,472,107,57036,40,0,2515.132282632687
916,2472,111,76,66097,45,0,3455.557421720287
917,2472,631,3,13279,40,1,1293.429689659897
918,2472,182,127,39851,16,0,423.4752284899326
919,2482,856,36,67563,15,1,1012.7986568364056
920,2483,143,31,87271,41,0,5966.754512293199
921,2491,310,113,77293,47,0,3471.743735500932
922,2497,52,65,3422,37,0,161.37830228813016
923,2526,1102,45,59173,11,1,738.0096590879104
924,2526,896,116,73874,5,1,235.12535374272716
925,2526,549,101,61769,21,0,1699.7221898844132
926,2526,1265,104,2021,10,1,138.11007486400527
927,2526,636,118,1872,35,0,350.1094483114711
928,2527,667,26,20667,19,0,780.5424734244045
929,2527,1222,72,8631,9,1,157.50109183915416
930,2527,679,103,46975,2,0,98.6582635727926
931,2527,206,97,52435,35,0,1834.5969611024711
932,2527,781,47,69414,44,1,2858.225731788255
933,2527,260,82,25578,49,0,1173.3636313230597
934,2527,689,126,93449,42,0,3552.0350135978642
935,2527,910,54,8366,12,1,206.39872880451713
936,2528,616,59,4607,24,1,277.0761081850975
937,2528,952,6,32440,45,1,2760.7396817781487
938,2528,664,20,50990,49,0,5830.49493379341
939,2528,671,14,29464,21,0,1627.0134540305028
940,2533,144,16,95207,33,0,4919.400754917817
941,2533,562,81,39272,40,0,1838.8774139229213
942,2533,945,18,76232,29,1,3072.769746972258
943,2533,953,46,81869,16,1,1288.0704845314733
944,2534,687,66,93659,45,0,6595.336015804872
945,2534,1038,37,6228,7,1,143.66334712427397
946,2534,1022,105,92897,29,1,1531.9138547746588
947,2535,288,117,8421,28,0,263.56984765455354
948,2535,787,73,81474,24,1,1692.087862682781
949,2535,718,83,16794,20,0,548.6933586547881
950,2535,866,124,56363,40,1,1540.4653057801788
951,2535,414,107,14128,21,0,306.62103557251515
952,2535,776,51,25826,35,0,1474.8981786003276
953,2573,176,11,82163,48,0,8391.629774832
954,2574,612,5,71580,26,0,4757.572290722243
955,2574,1146,27,18862,16,1,637.7127499089369
956,2574,675,118,46188,6,0,260.02271637017606
957,2574,360,39,35354,6,0,326.57507240323514
958,2574,316,70,41551,48,0,2202.948780445419
959,2574,487,91,48569,37,0,1659.8270544455188
960,2574,694,36,98714,43,1,3676.9953877656417
961,2574,135,104,80688,28,0,1999.2410592339602
962,2575,1345,38,31433,20,1,890.2558764636814
963,2575,965,66,59708,41,1,2009.5869239174115
964,2605,789,68,13715,47,0,1435.8334731085527
965,2605,211,96,42549,4,0,159.904920593302
966,2605,710,90,79644,17,0,1688.4075575962406
967,2605,321,81,43142,10,0,420.5016099258581
968,2605,658,112,92262,5,1,250.08360437703033
969,2605,1346,56,11973,21,1,576.1544275775899
970,2606,708,68,83702,15,0,1675.0519233782916
971,2606,805,121,44945,2,1,55.20742385330367
972,2606,1336,126,27945,39,1,945.7597026888442
973,2606,359,127,75247,25,0,1599.1020029487001
974,2653,454,4,95156,10,0,2324.857901534248
975,2654,1025,83,64639,41,1,2395.730262970055
976,2654,117,102,70953,2,0,132.2726712076437
977,2654,799,14,24603,34,0,2322.656808262451
978,2654,330,123,52397,39,0,1797.411654289529
979,2654,769,72,14303,6,1,93.24170347275039
980,2655,468,4,51522,12,0,1719.5488119499219
981,2655,702,89,98245,16,0,1771.6262199149173
982,2655,1400,65,81507,7,1,476.43666259539737
983,2667,714,80,73660,13,0,1363.2266961371256
984,2668,1187,89,76219,35,1,2083.1967038191424
985,2668,765,57,28875,14,0,589.8261484128809
986,2668,528,113,21719,43,0,992.4882740795339
987,2668,1379,60,59176,22,1,1338.7496377151526
988,2668,518,82,84899,23,0,2259.3829061360466
989,2669,702,97,73034,21,1,1128.1071497130142
990,2669,283,83,68174,22,0,1912.274249558817
991,2679,353,119,57508,16,0,879.7304568384874
992,2679,431,15,84144,44,0,7552.8678392704405
993,2679,1135,17,6089,21,1,556.0272347742829
994,2679,467,35,16548,46,0,1556.6662796365833
995,2679,790,79,76379,20,0,2013.914984876416
996,2680,212,66,19844,42,0,972.9014056138304
997,2680,182,79,7192,11,0,114.91968586553344
998,2680,161,128,18181,38,0,525.3635477526419
999,2680,474,17,1431,7,0,126.13361391446293
1000,2680,715,76,85716,26,0,2921.0549653455782
1001,2680,790,3,31331,23,0,2627.495077848732
1002,2680,64,108,4149,11,0,45.56845373661773
1003,2680,910,25,8759,16,1,369.8889547749594
1004,2680,600,8,69251,12,0,2109.233004601935
1005,2680,369,106,18278,5,0,102.51748793710584
1006,2681,165,78,2012,1,0,4.936585006240956
1007,2681,499,90,13980,9,0,180.50478600971448
1008,2707,246,113,93513,45,0,3592.1803092016157
1009,2714,277,105,7364,23,0,224.47486732659547
1010,2718,592,28,88686,46,0,7848.771613690603
1011,2739,639,65,30769,10,1,261.8222634154597
1012,2754,310,3,58356,26,0,3857.396885651692
1013,2754,578,33,9990,34,0,958.4197985251568
1014,2754,667,102,29389,36,0,1188.4096940527704
1015,2755,400,127,48173,35,0,1339.469814853423
1016,2756,360,25,1145,5,0,51.491817476497694
1017,2756,262,128,80736,47,0,2890.4394730685317
1018,2798,1241,1,19131,12,1,644.1626241292715
1019,2801,645,36,62761,5,0,575.817094137293
1020,2801,1183,14,42688,2,1,137.97602296033028
1021,2810,477,40,51277,20,0,1809.0525893637068
1022,2824,752,126,81349,23,1,1065.6445391046475
1023,2831,337,127,98477,16,0,1316.620485184389
1024,2831,420,94,4907,42,0,418.0772109068083
1025,2831,847,117,48905,12,1,318.9400377075398
1026,2831,1227,121,25439,8,1,179.7655890794497
1027,2832,382,33,95206,32,0,5041.43337554579
1028,2832,66,101,91922,28,0,2549.618956022119
1029,2832,777,110,45871,29,0,1455.6570976056453
1030,2833,59,55,90064,10,0,1396.7622253078569
1031,2833,638,127,38095,9,1,153.14386950209817
1032,2856,1341,73,29360,33,1,1212.5426546227673
1033,2870,791,106,17912,36,1,538.6644797393794
1034,2870,933,50,17062,4,1,89.2650006560571
1035,2870,1399,9,32002,23,1,1550.0118989263342
1036,2871,165,78,35600,21,0,741.0974922097752
1037,2871,260,61,16231,30,0,613.1760991273856
1038,2871,464,101,31556,12,0,412.02116327946067
1039,2871,252,105,78807,8,0,636.4160277234869
1040,2871,289,4,75022,19,0,3625.1081690000824
1041,2871,593,3,46931,34,1,2613.7183602458776
1042,2872,640,2,90544,12,1,1879.7099494089728
1043,2872,568,93,18315,36,0,907.7140830234273
1044,2872,1341,65,3652,50,1,885.3662213302222
1045,2872,378,75,62856,33,0,2720.0343001302444
1046,2872,608,49,87828,40,1,3255.627877776399
1047,2872,709,73,94777,16,0,2209.9570448377713
1048,2872,437,61,90545,19,0,1958.1760895021891
1049,2872,626,71,63435,38,1,1719.3936303532219
1050,2887,432,126,41490,36,0,1229.8466048826122
1051,2887,663,69,35687,45,0,2108.1432275953653
1052,2887,309,78,38006,34,0,1337.0493548334339
1053,2887,1018,59,52329,21,1,1101.5798793034558
1054,2887,1146,107,74750,45,1,2752.705758265135
1055,2887,266,6,68176,24,0,3958.616667360161
1056,2887,1082,98,4035,18,1,215.3617243874791
1057,2887,218,100,4999,24,0,163.29439629804472
1058,2887,200,9,79452,6,0,1090.7264236618164
1059,2887,337,22,41307,38,0,2769.5810778195582
1060,2887,394,88,82033,33,0,2989.37321482774
1061,2887,522,59,27322,10,0,386.9742946130106
1062,2888,373,128,42461,31,0,1174.8280664590798
1063,2888,1278,111,29639,45,1,1123.5351494252877
1064,2888,1266,87,11240,33,1,606.5806175700031
1065,2888,1257,38,64951,7,1,573.4027906266627
1066,2888,262,65,27340,11,0,350.85644387536945
1067,2889,117,76,40500,37,0,1585.2158989634188
1068,2889,214,94,24711,47,0,1098.1153527516367
1069,2895,1033,77,58020,36,1,1914.9444691990907
1070,2908,1260,15,52867,17,1,1522.0860738040144
1071,2918,764,118,26375,17,1,320.6122922180143
1072,2919,614,78,6223,28,1,219.37174301643742
1073,2919,1069,6,5781,48,1,1586.4642603804132
1074,2919,525,52,23009,20,1,401.60833494048825
1075,2920,290,74,92482,41,0,4451.842528661479
1076,2920,93,72,77915,6,0,619.0137652116966
1077,2920,628,73,53059,47,0,2754.818126778173
1078,2920,464,127,39730,13,0,417.53994612921343
1079,2924,51,22,77384,46,0,7063.628341396219
1080,2924,288,69,80780,14,0,1416.4950232197139
1081,2924,708,44,40497,18,0,1253.9054567146757
1082,2924,241,43,95557,25,0,3682.947084501452
1083,2924,135,69,97411,22,0,2820.1817104425736
1084,2924,103,13,77618,37,0,6561.31112352628
1085,2925,592,48,90224,1,1,81.69732780002029
1086,2925,638,90,8629,28,0,489.46871671162427
1087,2925,454,71,72752,10,0,791.000181147396
1088,2925,540,20,70379,50,0,7395.307849080489
1089,2925,815,115,68982,33,1,1464.0864781790776
1090,2925,565,72,25133,3,0,100.41224553968907
1091,2926,326,88,9185,47,0,619.5517366996563
1092,2926,929,19,81808,17,1,1886.1135537777654
1093,2926,624,31,89559,35,0,5738.739271070794
1094,2926,79,57,58144,43,0,2993.579922565203
1095,2926,371,44,50655,33,0,2455.0753029181374
1096,2926,1175,68,54483,35,1,1877.2380370108747
1097,2964,711,49,81603,29,0,3860.4967095642405
1098,2974,681,42,95191,12,1,988.4635425479498
1099,2974,670,35,1483,2,0,38.29084036488917
1100,2980,450,3,72037,40,0,7662.701778187764
1101,2992,562,101,90554,16,0,1586.6072674499048
1102,3007,1413,38,52980,29,1,2282.3753834204804
1103,3015,1189,80,20349,10,1,222.26527494138466
1104,3015,318,100,50041,21,0,1084.2914842511411
1105,3015,508,35,41029,17,1,661.2382297524309
1106,3015,729,73,95295,46,0,6621.617232882731
1107,3015,587,110,20790,27,0,581.3673405505496
1108,3015,1264,77,10022,6,1,112.58604714468188
1109,3015,420,63,8183,33,0,594.7716514626024
1110,3016,608,35,50475,18,0,1410.0888779378274
1111,3016,199,70,86275,28,0,2893.1348479232565
1112,3016,789,81,60154,47,0,3468.8912094357984
1113,3016,1332,17,10408,12,1,463.194085491338
1114,3016,101,80,98054,41,0,4823.168857609801
1115,3016,664,35,74874,19,1,1196.160439672697
1116,3016,114,25,17261,33,0,890.0048687267077
1117,3016,956,122,28275,27,1,548.6438741280397
1118,3037,690,105,66671,21,0,1696.516849000237
1119,3037,251,68,60896,25,0,1851.482247307273
1120,3037,342,34,71782,6,0,766.2717694980705
1121,3037,1481,124,84838,29,1,1974.3302046466024
1122,3037,365,56,39479,20,0,1026.5319009953225
1123,3037,354,92,60927,37,0,2119.9563955024487
1124,3038,1157,2,72923,45,1,6492.9203958375165
1125,3039,114,98,80687,48,0,3195.8605486042743
1126,3055,235,107,38985,25,0,803.9142484486181
1127,3057,1057,104,63770,36,1,1852.5183458870451
1128,3057,296,121,28448,12,0,333.2095849865062
1129,3057,123,6,98929,19,0,4496.805206918068
1130,3058,976,26,11026,11,1,261.71415424291706
1131,3058,527,41,73606,28,0,3741.4351589102716
1132,3058,759,22,92517,43,0,8236.85396466134
1133,3058,141,97,44351,40,0,1448.0226958309163
1134,3058,341,72,58894,43,0,2959.604032780892
1135,3058,1006,92,81981,28,1,1747.7790684108866
1136,3058,97,75,64473,34,0,2450.4990081510505
1137,3058,371,128,67336,20,0,1370.0913963604244
1138,3058,243,44,76611,19,0,2590.8671880735474
1139,3058,383,99,67351,2,0,139.1642252456495
1140,3059,609,54,11728,37,0,914.5795227736576
1141,3059,767,115,78396,21,0,1774.4565076935858
1142,3059,700,15,36443,17,1,804.2574842705653
1143,3059,670,40,55613,21,0,2267.552696212741
1144,3089,642,19,6294,22,0,645.8674455380095
1145,3090,616,53,27627,47,0,1819.147058485313
1146,3090,143,68,93971,37,0,4480.815969688362
1147,3090,988,78,87344,35,1,2119.0607557822714
1148,3090,925,62,10460,7,1,138.9599462824373
1149,3090,570,104,53431,35,0,1864.510135347112
1150,3090,359,46,17732,5,0,133.89887930535053
1151,3090,427,70,52170,47,0,3573.776809039846
